4.41279,1.26202,0.98964,-8.34253e+16,1.63673,58.4688,0.0572865,0.0196341
4.41279,1.26202,0.98964,-8.34253e+16,1.63673,58.4688,0.0582676,0.0218346
4.41279,1.26202,0.98964,-8.34253e+16,1.63673,58.4688,0.0582837,0.0272439
4.42092,1.26529,0.989911,4.17012e+16,43.0493,6.08028,0.0402034,0.0202277
4.42092,1.26529,0.989911,4.17012e+16,43.0493,6.08028,0.0391454,0.024181
4.42092,1.26529,0.989911,4.17012e+16,43.0493,6.08028,0.0378319,0.0287749
4.42092,1.26529,0.989911,4.17012e+16,43.0493,6.08028,0.0379622,0.0370559
4.42092,1.26529,0.989911,4.17012e+16,43.0493,6.08028,0.038389,0.0430658
4.42713,1.26657,0.990704,-1.47814e+16,35.3899,6.11527,0.0303817,0.0153191
4.42713,1.26657,0.990704,-1.47814e+16,35.3899,6.11527,0.029214,0.0162404
4.42713,1.26657,0.990704,-1.47814e+16,35.3899,6.11527,0.0280926,0.0176194
4.42713,1.26657,0.990704,-1.47814e+16,35.3899,6.11527,0.0275696,0.0190817
4.42713,1.26657,0.990704,-1.47814e+16,35.3899,6.11527,0.0275233,0.0214487
4.42713,1.26657,0.990704,-1.47814e+16,35.3899,6.11527,0.0268953,0.0351409
4.42021,1.27518,0.979095,-1.27137e+16,29.1773,6.17799,0.0032646,0.00163798
4.42021,1.27518,0.979095,-1.27137e+16,29.1773,6.17799,0.00460672,0.013834
4.42021,1.27518,0.979095,-1.27137e+16,29.1773,6.17799,0.00577504,0.0352795
4.4109,1.2822,0.968436,2.99482e+16,-0.912683,26.5441,0.0262741,0.0134297
4.4109,1.2822,0.968436,2.99482e+16,-0.912683,26.5441,0.027173,0.0352209
4.4109,1.2822,0.968436,2.99482e+16,-0.912683,26.5441,0.0277319,0.050673
4.39977,1.29189,0.954852,-6.82424e+16,29.8285,6.30411,0.0447348,0.0225885
4.39977,1.29189,0.954852,-6.82424e+16,29.8285,6.30411,0.0448442,0.0242897
4.39977,1.29189,0.954852,-6.82424e+16,29.8285,6.30411,0.0446179,0.0198452
4.39977,1.29189,0.954852,-6.82424e+16,29.8285,6.30411,0.0443822,0.0112663
