1.49515,0.362571,0.195293,1.13373,-0.9529,3.54827,1.40116,0.963799,1.63919e+17,0,20.003,0.0449122,6.2489
1.50071,0.373393,0.213616,1.12126,-0.938863,3.56445,1.42349,0.955657,1.78238e+16,-0.60165,19.0125,0.0400986,6.24327
1.50071,0.373393,0.213616,1.12126,-0.938863,3.56445,1.42349,0.955657,1.78238e+16,-0.60165,19.0125,0.0421208,6.24562
1.50641,0.358311,0.207932,1.15533,-0.960462,3.53904,1.42242,0.946592,-1.95513e+16,-0,19.2023,0.0413152,6.24697
1.50641,0.358311,0.207932,1.15533,-0.960462,3.53904,1.42242,0.946592,-1.95513e+16,-0,19.2023,0.0427711,6.24855
1.50519,0.43582,0.22624,1.05882,-0.9784,3.61332,1.4586,0.95125,-6.74047e+16,-4.39764,18.5221,0.0457594,6.25051
1.50518,0.459398,0.22759,1.03252,-0.964153,3.63254,1.46678,0.952971,1.59296e+17,17.0703,18.8121,0.0500505,6.25474
1.51018,0.44165,0.220678,1.06393,-0.961244,3.60718,1.45986,0.947867,1.78094e+16,19.0638,4.62458,0.0428625,6.2506
1.50804,0.444754,0.220838,1.0687,-0.962016,3.60392,1.46522,0.94305,-4.00959e+16,-2.61693,18.9177,0.0439891,6.25469
1.50804,0.444754,0.220838,1.0687,-0.962016,3.60392,1.46522,0.94305,-4.00959e+16,-2.61693,18.9177,0.0434496,6.25351
1.50804,0.444754,0.220838,1.0687,-0.962016,3.60392,1.46522,0.94305,-4.00959e+16,-2.61693,18.9177,0.042767,6.25221
1.50232,0.391103,0.219287,1.14475,-0.971704,3.55083,1.45859,0.926733,-8.13742e+16,-5.42304,18.534,0.0402737,6.251
1.50232,0.391103,0.219287,1.14475,-0.971704,3.55083,1.45859,0.926733,-8.13742e+16,-5.42304,18.534,0.038698,6.24829
1.49918,0.387055,0.21455,1.14072,-0.968208,3.5516,1.44715,0.934841,3.5516,1.44715,0.934841,0.0393488,6.25193
1.49918,0.387055,0.21455,1.14072,-0.968208,3.5516,1.44715,0.934841,3.5516,1.44715,0.934841,0.0369612,6.24748
1.49212,0.383282,0.209727,1.13664,-0.962695,3.55236,1.43602,0.942615,7.67461e+16,19.6031,-4.2269,0.0395576,6.25259
1.49212,0.383282,0.209727,1.13664,-0.962695,3.55236,1.43602,0.942615,7.67461e+16,19.6031,-4.2269,0.036699,6.24711
1.48365,0.379507,0.20537,1.13236,-0.957865,3.55342,1.42554,0.949965,-2.72211e+16,19.5245,4.30628,0.0397973,6.25219
1.48365,0.379507,0.20537,1.13236,-0.957865,3.55342,1.42554,0.949965,-2.72211e+16,19.5245,4.30628,0.0369163,6.2485
1.47803,0.375169,0.201288,1.12767,-0.954812,3.55487,1.41493,0.957413,-1.30842e+17,8.85473,19.5402,0.0384212,6.24966
1.47244,0.371425,0.197864,1.12328,-0.95113,3.55637,1.40599,0.963658,-1.31021e+17,8.8899,19.6561,0.0395353,6.25159
1.46697,0.367752,0.194634,1.11879,-0.947487,3.55801,1.39757,0.969476,-1.54365e+17,5.24902,19.9175,0.0405296,6.25145
1.46617,0.359838,0.193711,1.11796,-0.933517,3.55818,1.3901,0.974088,-1.45983e+17,9.96524,20.581,0.0411127,6.24431
1.46617,0.359838,0.193711,1.11796,-0.933517,3.55818,1.3901,0.974088,-1.45983e+17,9.96524,20.581,0.0394655,6.23648
1.46617,0.359838,0.193711,1.11796,-0.933517,3.55818,1.3901,0.974088,-1.45983e+17,9.96524,20.581,0.0380619,6.23086
1.45612,0.377436,0.198511,1.06466,-0.934355,3.59655,1.38742,0.987442,-6.95878e+16,19.5348,1.88887,0.0411501,6.2434
1.45411,0.411119,0.208161,1.01427,-0.926217,3.63613,1.40333,0.990247,-1.73252e+16,20.0783,4.57475,0.0421259,6.24502
1.45411,0.411119,0.208161,1.01427,-0.926217,3.63613,1.40333,0.990247,-1.73252e+16,20.0783,4.57475,0.0413409,6.24267
1.45838,0.343551,0.22352,1.10614,-0.979188,3.57909,1.40237,0.974026,4.42458e+16,3.36079,18.3748,0.0356282,6.24964
