1.26195,-0.34015,-1.32947,1.79497,1.37359,-2.55197,3.58876,2.26348,0.373362,12.6192,8.11123,2.67837,5.64324e-06,6.28318
1.26463,-0.337121,-1.33277,1.80096,1.37286,-2.55476,3.58587,2.26301,0.372844,12.5882,8.1047,2.68209,6.46979e-06,6.28318
1.26693,-0.333686,-1.33714,1.80657,1.3722,-2.55833,3.58269,2.26244,0.372037,12.5463,8.09964,2.6879,6.09769e-06,6.28318
1.2687,-0.330242,-1.34081,1.81357,1.3699,-2.5639,3.58005,2.26184,0.371421,12.5142,8.09174,2.69236,6.27121e-11,6.28319
1.27057,-0.32661,-1.34508,1.81922,1.3715,-2.56716,3.57594,2.26142,0.370718,12.4737,8.08253,2.69747,5.68443e-06,6.28317
1.27127,-0.323194,-1.34908,1.82551,1.36874,-2.56995,3.57365,2.26077,0.36996,12.4398,8.07579,2.703,5.31697e-06,6.28317
1.27166,-0.319953,-1.35283,1.83158,1.36774,-2.57171,3.57076,2.26017,0.36931,12.4087,8.06905,2.70775,4.37083e-06,6.28318
1.27161,-0.317053,-1.35632,1.8368,1.36752,-2.57205,3.56791,2.25963,0.368703,12.3802,8.0634,2.71221,3.22728e-06,6.28318
1.2707,-0.314677,-1.35901,1.84153,1.36514,-2.57359,3.5665,2.25911,0.3682,12.3602,8.05837,2.71592,2.75891e-06,6.28318
1.26948,-0.312826,-1.36105,1.84456,1.36505,-2.57319,3.56483,2.25886,0.367846,12.3431,8.05265,2.71853,1.71917e-06,6.28318
1.26782,-0.311767,-1.36211,1.84766,1.3643,-2.57236,3.56381,2.25851,0.367719,12.3377,8.05128,2.71947,1.50199e-06,6.28318
1.26559,-0.31153,-1.36296,1.84876,1.36435,-2.57206,3.56313,2.2582,0.36756,12.334,8.05602,2.72065,1.53936e-06,6.28318
1.26288,-0.312192,-1.36303,1.84799,1.36389,-2.57167,3.56354,2.25799,0.367479,12.3363,8.06439,2.72125,2.27587e-06,6.28318
1.25998,-0.313819,-1.36168,1.8466,1.36464,-2.57047,3.56413,2.25791,0.367763,12.3515,8.0751,2.71914,3.58587e-06,6.28318
1.25643,-0.316184,-1.35984,1.84371,1.36463,-2.56866,3.56571,2.25785,0.368062,12.3712,8.09001,2.71693,5.74126e-06,6.28318
1.2526,-0.319311,-1.3572,1.83956,1.36418,-2.56528,3.56818,2.25786,0.36848,12.3979,8.10774,2.71385,7.80211e-06,6.28317
1.2488,-0.323325,-1.35337,1.83497,1.36511,-2.56243,3.57061,2.25792,0.369214,12.4367,8.12888,2.70846,1.00894e-05,6.28318
1.24468,-0.328026,-1.34916,1.82824,1.36505,-2.55947,3.57432,2.25807,0.369893,12.4783,8.15309,2.70349,1.54276e-10,6.28319
1.24054,-0.333406,-1.34388,1.82093,1.36345,-2.55565,3.57933,2.25827,0.370746,12.5312,8.17836,2.69726,1.99346e-10,6.28319
1.23676,-0.339228,-1.33863,1.81197,1.36454,-2.55157,3.58366,2.25853,0.371592,12.5838,8.20711,2.69112,2.7945e-10,6.28319
1.23209,-0.345475,-1.3335,1.80241,1.3632,-2.54515,3.58925,2.25857,0.372268,12.6386,8.24246,2.68624,3.78715e-10,6.28319
1.22764,-0.351763,-1.32857,1.79182,1.36403,-2.53863,3.59417,2.25867,0.372918,12.6909,8.27808,2.68156,4.60971e-10,6.28319
1.22762,-0.357426,-1.32151,1.77535,1.3717,-2.52761,3.59898,2.26055,0.374077,12.7441,8.27293,2.67324,7.33864e-10,6.28319
1.22576,-0.363184,-1.31533,1.76398,1.37463,-2.52106,3.6039,2.26128,0.375088,12.8059,8.28755,2.66604,2.93645e-10,6.28319
1.22317,-0.36887,-1.30932,1.75602,1.37439,-2.51705,3.60896,2.26146,0.376095,12.8751,8.31045,2.6589,1.67636e-10,6.28319
1.22133,-0.373888,-1.30419,1.74653,1.37523,-2.51219,3.6138,2.26189,0.376848,12.9311,8.32624,2.65359,1.37216e-10,6.28319
1.21967,-0.378432,-1.29929,1.73902,1.37472,-2.50802,3.61845,2.26218,0.377591,12.9879,8.34085,2.64837,6.96871e-11,6.28319
