4.17489,0.220243,2,4.17489,0.220243,2,0.619708,1.74893
4.17489,0.220243,2,4.17489,0.220243,2,0.621496,1.75465
4.17489,0.220243,2,4.17489,0.220243,2,0.623258,1.75907
4.17489,0.220243,2,4.17489,0.220243,2,0.625148,1.76537
4.17489,0.220243,2,4.17489,0.220243,2,0.626973,1.76962
4.17489,0.220243,2,4.17489,0.220243,2,0.628623,1.77535
4.17489,0.220243,2,4.17489,0.220243,2,0.630111,1.7807
4.17489,0.220243,2,4.17489,0.220243,2,0.631336,1.78518
4.17489,0.220243,2,4.17489,0.220243,2,0.632302,1.78949
4.17489,0.220243,2,4.17489,0.220243,2,0.632964,1.79211
4.17489,0.220243,2,4.17489,0.220243,2,0.633214,1.79514
4.17489,0.220243,2,4.17489,0.220243,2,0.632829,1.79521
4.17489,0.220243,2,4.17489,0.220243,2,0.631933,1.79335
4.17489,0.220243,2,4.17489,0.220243,2,0.630611,1.79121
4.17489,0.220243,2,4.17489,0.220243,2,0.628801,1.78751
4.17489,0.220243,2,4.17489,0.220243,2,0.626603,1.78298
4.17489,0.220243,2,4.17489,0.220243,2,0.623999,1.77793
4.17489,0.220243,2,4.17489,0.220243,2,0.620975,1.77063
4.17489,0.220243,2,4.17489,0.220243,2,0.617749,1.76366
4.17489,0.220243,2,4.17489,0.220243,2,0.614181,1.75418
4.17489,0.220243,2,4.17489,0.220243,2,0.610182,1.74439
4.17489,0.220243,2,4.17489,0.220243,2,0.606082,1.73298
4.17489,0.220243,2,4.17489,0.220243,2,0.603601,1.71897
4.17489,0.220243,2,4.17489,0.220243,2,0.600565,1.70867
4.17489,0.220243,2,4.17489,0.220243,2,0.597456,1.70158
4.17489,0.220243,2,4.17489,0.220243,2,0.594735,1.69292
4.17489,0.220243,2,4.17489,0.220243,2,0.592357,1.68662
4.17489,0.220243,2,4.17489,0.220243,2,0.590332,1.68185
4.17489,0.220243,2,4.17489,0.220243,2,0.588203,1.708
4.17489,0.220243,2,4.17489,0.220243,2,0.587317,1.7067
4.17489,0.220243,2,4.17489,0.220243,2,0.586908,1.70372
4.17489,0.220243,2,4.17489,0.220243,2,0.586918,1.70298
4.17489,0.220243,2,4.17489,0.220243,2,0.587735,1.67869
4.17489,0.220243,2,4.17489,0.220243,2,0.588467,1.67445
4.17489,0.220243,2,4.17489,0.220243,2,0.589383,1.67755
4.17489,0.220243,2,4.17489,0.220243,2,0.590633,1.68628
4.17489,0.220243,2,4.17489,0.220243,2,0.592018,1.68941
4.17489,0.220243,2,4.17489,0.220243,2,0.593848,1.69395
4.17489,0.220243,2,4.17489,0.220243,2,0.596095,1.70028
4.17489,0.220243,2,4.17489,0.220243,2,0.5984,1.70558
4.17489,0.220243,2,4.17489,0.220243,2,0.600878,1.71162
4.17489,0.220243,2,4.17489,0.220243,2,0.603491,1.71868
4.17489,0.220243,2,4.17489,0.220243,2,0.605607,1.72425
4.17489,0.220243,2,4.17489,0.220243,2,0.607769,1.73008
4.17489,0.220243,2,4.17489,0.220243,2,0.609478,1.73458
4.17489,0.220243,2,4.17489,0.220243,2,0.610859,1.73865
4.17489,0.220243,2,4.17489,0.220243,2,0.611887,1.74155
4.17489,0.220243,2,4.17489,0.220243,2,0.612595,1.7437
4.17489,0.220243,2,4.17489,0.220243,2,0.61286,1.74475
4.17489,0.220243,2,4.17489,0.220243,2,0.612649,1.74549
4.17489,0.220243,2,4.17489,0.220243,2,0.612078,1.7444
4.17489,0.220243,2,4.17489,0.220243,2,0.611066,1.7427
