3.30422,2.00205,0.216122,180.524,28.4505,4.62702,9.99568e-05,0.000239693,-0.0568801,0.704564,0.711389
3.2904,2.01833,0.217895,158.638,28.7898,4.58938,0.000110887,0.000451193,-0.056098,0.705136,0.716918
2.0339,3.27816,0.219251,139.16,29.0916,4.56098,7.48672e-05,0.000438183,-0.0539895,0.704614,0.721833
2.04335,3.27454,0.220484,131.542,29.1528,4.53547,7.32888e-05,0.000209377,-0.0528316,0.705134,0.728204
2.05375,3.26711,0.221702,123.792,29.1993,4.51056,6.39282e-05,0.000229972,-0.0513924,0.705422,0.733548
2.06556,3.25449,0.223039,116.586,29.2049,4.48353,8.46856e-05,0.000267242,-0.0491276,0.705588,0.738214
2.07026,3.25343,0.223858,114.391,29.1233,4.46712,3.80957e-05,9.66293e-05,-0.0475312,0.705836,0.743035
3.24643,2.08035,0.224905,110.243,28.9016,4.44633,5.54606e-05,0.000189681,-0.0459389,0.706209,0.747191
3.24676,2.08482,0.225625,108.713,28.6947,4.43212,3.28033e-05,7.57107e-05,-0.044511,0.706386,0.751566
3.24554,2.08951,0.226303,107.537,28.4673,4.41886,2.60302e-05,6.82506e-05,-0.0431315,0.706671,0.75511
3.24548,2.09353,0.226792,105.793,28.2375,4.40934,1.95465e-05,4.30989e-05,-0.0414309,0.706423,0.758154
3.24613,2.10016,0.227266,103.471,27.7992,4.40014,2.78698e-05,5.73325e-05,-0.0401457,0.70638,0.760655
3.25449,2.10294,0.227281,101.853,27.3655,4.39984,7.27542e-05,0.000249461,-0.0391671,0.705833,0.763012
3.25776,2.10966,0.22735,98.7811,26.8125,4.3985,5.84881e-05,0.000223553,-0.037689,0.705137,0.764459
3.27029,2.11621,0.22684,95.5804,25.9666,4.4084,0.000215535,0.000868868,-0.0368788,0.70396,0.766292
3.28244,2.1138,0.22582,94.1595,25.8692,4.42831,8.06752e-05,0.000284449,-0.0352451,0.702378,0.766632
3.28999,2.11993,0.225131,91.2113,25.2172,4.44185,0.000111548,0.000484865,-0.0343157,0.701102,0.76712
3.29786,2.12498,0.224251,88.5069,24.6219,4.4593,0.000107296,0.000470862,-0.0330975,0.69968,0.767304
3.30362,2.13078,0.223378,85.3819,23.9719,4.47671,0.000105425,0.000485834,-0.0320854,0.697947,0.767139
3.3057,2.1353,0.223026,83.7834,23.4064,4.48378,3.98126e-05,0.000181348,-0.031462,0.69723,0.767358
3.30692,0.222799,2.13751,82.8215,23.078,4.48834,1.45289e-05,6.76041e-05,-0.0309767,0.696662,0.767553
3.30645,2.1382,0.222814,82.4913,23.0015,4.48804,4.87725e-07,6.83447e-07,-0.0308335,0.696449,0.767581
