%time,field0,field1,field2,field3,field4,field5,field6
87537000000,-0.43797511467059813,0.6214190568736244,-0.032150524144305415,-1.8260430948646436,-0.5737956643360551,-0.9693266591317142,0.3715135910202392
87539000000,-0.43797514181167774,0.62141924959053,-0.032150518933592664,-1.8260430803679704,-0.5737956193380249,-0.9693268166911659,0.37151348750514224
87541000000,-0.4379751689535105,0.6214194423074844,-0.03215051372161781,-1.8260430658712368,-0.5737955743398402,-0.9693269742502055,0.37151338407041923
87543000000,-0.43797519609686564,0.6214196350244672,-0.032150508506964215,-1.8260430513744845,-0.5737955293411838,-0.9693271318083712,0.37151328055243216
87545000000,-0.437975223239393,0.6214198277415468,-0.032150503293774335,-1.8260430368776621,-0.5737954843428223,-0.9693272893670377,0.3715131771167757
87547000000,-0.4379752503824541,0.621420020458685,-0.03215049807967141,-1.826043022380814,-0.573795439344317,-0.969327446925452,0.37151307359914565
87549000000,-0.4379752775240222,0.6214202131759423,-0.032150492868179725,-1.8260430078838876,-0.5737953943462921,-0.9693276044847492,0.3715129701645674
87551000000,-0.4379753046659731,0.6214204058932635,-0.03215048765605566,-1.8260429933869373,-0.5737953493481811,-0.9693277620438954,0.3715128666482057
87553000000,-0.4379753318065074,0.6214205986106984,-0.03215048244639718,-1.8260429788899106,-0.5737953043505186,-0.9693279196038764,0.3715127632147972
87555000000,-0.43797535894766604,0.6214207913281928,-0.032150477235685315,-1.82604296439286,-0.5737952593526989,-0.9693280771635591,0.3715126596993379
87557000000,-0.4379753860876834,0.6214209840457894,-0.03215047202695498,-1.8260429498957365,-0.5737952143552398,-0.9693282347239114,0.37151255626651825
87559000000,-0.43797541322858,0.6214211767634392,-0.03215046681672451,-1.8260429353985916,-0.5737951693575445,-0.9693283922838143,0.37151245275136
87561000000,-0.437975440368529,0.6214213694811841,-0.03215046160813362,-1.826042920901374,-0.5737951243601529,-0.9693285498442679,0.37151234931862387
87563000000,-0.4379754675094869,0.6214215621989805,-0.032150456397821436,-1.8260429064041377,-0.573795079362486,-0.9693287074041956,0.3715122458034079
87565000000,-0.4379754946495602,0.6214217549168675,-0.032150451189035145,-1.8260428919068294,-0.5737950343651033,-0.969328864964635,0.3715121423705403
87567000000,-0.43797552179065846,0.6214219476348051,-0.03215044597849648,-1.8260428774094999,-0.5737949893674399,-0.9693290225245415,0.37151203885517425
