%time,field0,field1,field2,field3,field4,field5,field6
1694701285371486502,-0.48154353378158143,0.6277660579787969,-0.10210793316223564,-1.5933943804561503,-0.5304966718021503,-0.8120106328360017,0.48947457399277616
1694701285376512433,-0.48154353378158143,0.6277660579787969,-0.10210805293545556,-1.5933943804561503,-0.5304966718021503,-0.8120106927226117,0.48947433433725324
1694701285381176560,-0.48154365366388446,0.6277659979831038,-0.10210805293545556,-1.5933943804561503,-0.5304966718021503,-0.8120106927226117,0.48947433433725324
1694701285386342914,-0.48154353378158143,0.6277659979831038,-0.10210805293545556,-1.5933945003384533,-0.5304967676207263,-0.8120106328360017,0.48947433433725324
1694701285391507935,-0.48154353378158143,0.627765938096494,-0.10210805293545556,-1.5933945003384533,-0.5304967676207263,-0.8120106328360017,0.48947433433725324
1694701285395953020,-0.48154353378158143,0.627765938096494,-0.10210805293545556,-1.5933943804561503,-0.5304966718021503,-0.8120106328360017,0.48947457399277616
1694701285401254590,-0.48154365366388446,0.627765938096494,-0.10210805293545556,-1.5933943804561503,-0.5304966718021503,-0.8120106328360017,0.48947457399277616
1694701285406421658,-0.48154365366388446,0.627765938096494,-0.10210805293545556,-1.5933943804561503,-0.5304967676207263,-0.8120106328360017,0.48947457399277616
1694701285410958700,-0.48154353378158143,0.627765938096494,-0.10210793316223564,-1.5933943804561503,-0.5304966718021503,-0.8120106927226117,0.48947433433725324
1694701285416121420,-0.48154353378158143,0.627765938096494,-0.10210793316223564,-1.5933943804561503,-0.5304967676207263,-0.8120106927226117,0.48947457399277616
1694701285421313715,-0.48154353378158143,0.627765938096494,-0.10210805293545556,-1.5933943804561503,-0.5304967676207263,-0.8120106328360017,0.48947457399277616
1694701285426525233,-0.48154353378158143,0.627765938096494,-0.10210805293545556,-1.5933943804561503,-0.5304966718021503,-0.8120106328360017,0.48947457399277616
1694701285431149968,-0.48154353378158143,0.627765938096494,-0.1021081129311486,-1.5933943804561503,-0.5304967676207263,-0.8120106328360017,0.48947457399277616
