4.24448,2.26718,0.677739,9.47809,4.44311,7.86028,5.71796e-06,5.55168e-07
4.24208,2.26639,0.678833,9.48919,7.86374,4.43007,7.43246e-06,9.79696e-06
4.23939,2.2656,0.679416,9.5045,4.4222,7.86316,6.80557e-06,4.64391e-06
4.23557,2.26456,0.681641,9.52449,7.86021,4.40712,8.82438e-06,8.15043e-06
4.23425,2.26356,0.680966,9.54655,7.86382,4.39991,6.16072e-06,1.01476e-05
4.23005,2.26252,0.683155,9.57135,7.85517,4.38942,4.00957e-11,1.37626e-10
4.22717,2.26131,0.684179,9.60213,7.85078,4.38048,1.76209e-11,7.72578e-11
4.22503,2.26014,0.684497,9.63463,7.84728,4.37434,3.9572e-06,9.9394e-06
4.22174,2.25914,0.686313,9.66187,7.83855,4.36747,3.47233e-06,1.07366e-05
4.22035,2.25834,0.686472,9.68568,7.83525,4.36437,1.73803e-06,4.58641e-06
4.21907,2.2574,0.687121,9.71303,7.83265,4.35957,1.84958e-06,6.41477e-06
4.21892,2.25671,0.686436,9.73851,7.83229,4.36174,1.39075e-06,9.28729e-07
4.21904,2.25642,0.685669,9.75406,7.83199,4.36786,2.11008e-06,1.29102e-06
4.22067,2.25608,0.684295,9.77007,7.83751,4.37267,3.34006e-06,6.94343e-07
4.22228,2.25604,0.682953,9.77961,7.84208,4.38157,5.37122e-06,3.63878e-06
4.22411,2.25626,0.681743,9.78195,7.84668,4.39255,7.42953e-06,4.58651e-06
4.22751,2.25637,0.679765,9.78714,7.85714,4.40295,9.58948e-06,6.36052e-06
4.23067,2.25699,0.677999,9.77968,7.86388,4.41933,1.77988e-10,2.56188e-10
4.23321,2.2578,0.677536,9.76583,7.86647,4.43412,1.97579e-10,4.76557e-11
4.23787,2.25871,0.674937,9.75326,7.8731,4.4566,3.35949e-10,8.45787e-10
4.24109,2.25962,0.673512,9.7466,7.86919,4.48266,3.96875e-10,2.15736e-10
4.24573,2.26053,0.670633,9.74286,7.86567,4.51487,5.46154e-10,1.35905e-09
4.25412,2.26352,0.666072,9.6715,7.85793,4.55295,9.05732e-10,2.87674e-09
4.25959,2.26497,0.663909,9.6509,7.8447,4.58145,3.09774e-10,8.26356e-10
4.26307,2.2656,0.663698,9.65427,7.83102,4.59887,1.5321e-10,5.37133e-11
4.26661,2.26661,0.662982,9.65177,7.80714,4.62289,1.35608e-10,2.59759e-10
4.26904,2.26733,0.663354,9.65602,7.78428,4.63847,1.01754e-05,1.24221e-05
4.2715,2.26784,0.663502,9.66216,7.76685,4.65092,7.02645e-06,3.91778e-06
4.26816,2.26108,0.677524,9.76843,7.91439,4.49628,7.13872e-08,2.02635e-07
4.26846,2.26173,0.679365,9.7586,4.49451,7.90475,2.08041e-06,4.02392e-06
4.27008,2.26262,0.679155,9.74144,7.89645,4.50089,2.23444e-06,3.12008e-06
4.27105,2.26326,0.679478,9.72593,7.89207,4.5009,9.86043e-07,9.40918e-07
4.27458,2.26972,0.669813,9.6466,7.73289,4.63222,4.93235e-08,1.50215e-07
4.27414,2.27137,0.669131,9.62906,7.68203,4.65753,1.85144e-10,6.94655e-10
4.27289,2.27143,0.670389,9.61907,4.64497,7.68857,3.62442e-06,1.39846e-06
4.26656,2.27085,0.676359,9.61845,7.70074,4.60578,2.3287e-10,5.61824e-10
4.26452,2.27082,0.676783,9.60952,7.70343,4.60023,5.08185e-06,3.74174e-06
4.26171,2.27081,0.677885,9.59672,7.70776,4.58931,7.46784e-06,6.60338e-06
4.2593,2.27072,0.679244,9.57797,7.72203,4.57047,1.09803e-05,7.32127e-06
4.25666,2.27068,0.680105,9.56135,7.73027,4.55769,1.37835e-10,3.4262e-11
4.25267,2.27075,0.68271,9.54328,7.73334,4.53839,1.80976e-10,2.04235e-10
4.24941,2.27068,0.685213,9.52329,7.7439,4.51512,1.81925e-10,1.34552e-10
4.24634,2.27034,0.686339,9.51595,7.75096,4.50299,9.0349e-06,8.13417e-06
4.24298,2.26996,0.687783,9.50993,7.75702,4.48977,8.84015e-06,8.98593e-06
4.24057,2.26939,0.688217,9.51106,7.76482,4.48138,6.06035e-06,4.87384e-06
4.23778,2.26891,0.689301,9.51449,7.76743,4.47339,4.1524e-06,4.69903e-06
4.23619,2.26834,0.689373,9.52119,4.46868,7.77318,2.45449e-06,1.97632e-06
4.23406,2.26788,0.689955,9.52984,7.77268,4.46609,1.35129e-06,1.87941e-06
4.23397,2.26727,0.689046,9.54166,7.78038,4.46568,6.5238e-07,1.42453e-06
4.23384,2.26665,0.688572,9.55696,7.7862,4.46533,9.42718e-07,7.82767e-07
4.23478,2.26613,0.687213,9.57172,4.46912,7.79276,1.57572e-06,1.5147e-06
4.2363,2.26562,0.685693,9.58829,7.79997,4.47417,2.85298e-06,1.2267e-06
4.23767,2.26525,0.684683,9.6045,7.80338,4.48028,4.3431e-06,1.48053e-06
4.24032,2.26527,0.682314,9.61384,7.80492,4.49455,6.54944e-06,6.82672e-06
4.24153,2.26517,0.682235,9.62759,7.8021,4.50151,7.16522e-06,6.42233e-06
4.24426,2.26506,0.680523,9.6451,7.80109,4.51659,9.76669e-06,6.91935e-06
4.24649,2.26511,0.67852,9.66802,7.78854,4.54217,2.27719e-10,1.79749e-10
4.24953,2.26522,0.676329,9.68784,7.77769,4.56708,2.29031e-10,3.63216e-10
4.25197,2.26541,0.676416,9.69821,7.77095,4.5754,9.9447e-06,7.73163e-06
4.26129,2.26809,0.670462,9.64757,7.74557,4.61784,9.85399e-10,3.12815e-09
4.26283,2.26845,0.671262,9.66349,7.72274,4.63057,8.9677e-11,1.42177e-10
4.26655,2.26891,0.670495,9.67421,7.70618,4.6469,9.47818e-11,2.03617e-10
4.27024,2.26949,0.669829,9.68479,7.68434,4.6646,8.56307e-11,2.00387e-10
4.27267,2.27027,0.670434,9.69347,7.65449,4.67757,9.48907e-06,1.37194e-05
4.27495,2.2709,0.671369,9.7022,7.63084,4.6847,6.82587e-06,6.04473e-06
4.27619,2.26914,0.676318,9.71641,7.70722,4.62361,1.52829e-09,4.10258e-09
4.27544,2.26619,0.684215,9.74472,7.8061,4.53654,7.63025e-09,1.33848e-08
4.27787,2.26716,0.684229,9.74113,7.78562,4.54678,1.90314e-11,6.24674e-11
4.27968,2.26808,0.684684,9.73698,7.76524,4.55349,4.51499e-06,8.97258e-06
4.28027,2.26885,0.686048,9.73226,4.553,7.74803,2.91651e-06,5.31894e-06
4.28293,2.27219,0.681906,9.71862,7.63396,4.62199,5.10508e-09,1.75737e-08
4.28403,2.27274,0.682383,9.70828,7.63025,4.61757,3.48132e-06,5.99602e-06
4.28616,2.27555,0.678401,9.70902,7.50968,4.68653,4.87155e-09,1.80192e-08
