-2.35122,-1.10645,-0.928873,-1.55556,-2.20775,1.15955,-1.17901
-2.35121,-1.10809,-0.928041,-1.55364,-2.19606,1.15343,-1.19066
-2.35603,-1.11154,-0.912583,-1.54912,-2.16913,1.14523,-1.21428
-2.35264,-1.11631,-0.908187,-1.55037,-2.15403,1.1417,-1.22206
-2.35507,-1.12123,-0.89929,-1.55189,-2.13006,1.13775,-1.24205
-2.3555,-1.1245,-0.893445,-1.55215,-2.11435,1.1352,-1.25437
-2.35656,-1.12488,-0.891817,-1.55252,-2.10771,1.13488,-1.26198
-2.35656,-1.12488,-0.891817,-1.55252,-2.10771,1.13488,-1.26198
-2.35656,-1.12488,-0.891817,-1.55252,-2.10771,1.13488,-1.26198
-2.35656,-1.12488,-0.891817,-1.55252,-2.10771,1.13488,-1.26198
-2.36442,-1.1241,-0.893695,-1.5469,-2.11292,1.13912,-1.26145
-2.37343,-1.11722,-0.893532,-1.54259,-2.12426,1.14108,-1.26303
-2.36609,-1.10624,-0.901684,-1.53324,-2.15356,1.14691,-1.24126
-2.3676,-1.10067,-0.910897,-1.53008,-2.17226,1.15054,-1.23323
-2.37382,-1.09299,-0.938982,-1.54533,-2.20983,1.14758,-1.18885
-2.37514,-1.0811,-0.944367,-1.53699,-2.23048,1.153,-1.18199
-2.36041,-1.07287,-0.973526,-1.54674,-2.27674,1.16587,-1.14504
-2.36517,-1.06992,-0.978019,-1.54593,-2.28108,1.16986,-1.14851
-2.36464,-1.06466,-0.97774,-1.54903,-2.2852,1.16797,-1.15157
-2.36346,-1.0599,-0.976228,-1.55215,-2.28906,1.16495,-1.15375
-2.36346,-1.0599,-0.976228,-1.55215,-2.28906,1.16495,-1.15375
-2.3694,-1.05922,-0.968244,-1.54827,-2.30035,1.1604,-1.14558
-2.37275,-1.06567,-0.968369,-1.55573,-2.31378,1.15417,-1.13539
-2.37362,-1.06786,-0.967968,-1.55434,-2.31327,1.15494,-1.13311
-2.37905,-1.07136,-0.963236,-1.55403,-2.32076,1.1546,-1.12283
