1.5708,0.501483,1.1795,0,-0.94367
1.5708,0.501483,1.1795,0,-0.94367
1.5708,0.501483,1.1795,0,-0.94367
1.5708,0.501483,1.1795,0,-0.94367
1.5708,0.501483,1.1795,0,-0.94367
1.5708,0.501483,1.1795,0,-0.94367
1.5708,0.501483,1.1795,0,-0.94367
1.5708,0.501483,1.1795,0,-0.94367
1.5708,0.501483,1.1795,0,-0.94367
1.5708,0.501483,1.1795,0,-0.94367
1.5708,0.501483,1.1795,0,-0.94367
1.5708,0.501483,1.1795,0,-0.94367
1.5708,0.501483,1.1795,0,-0.94367
1.5708,0.501483,1.1795,0,-0.94367
1.5708,0.501483,1.1795,0,-0.94367
1.5708,0.501483,1.1795,0,-0.94367
1.5708,0.501483,1.1795,0,-0.94367
1.5708,0.501483,1.1795,0,-0.94367
1.5708,0.509331,1.18101,-1.96401e-17,-0.942363
1.5708,0.509331,1.18101,-1.96401e-17,-0.942363
1.5708,0.509331,1.18101,-1.96401e-17,-0.942363
1.5708,0.509331,1.18101,-1.96401e-17,-0.942363
1.5708,0.509331,1.18101,-1.96401e-17,-0.942363
1.5708,0.509331,1.18101,-1.96401e-17,-0.942363
1.5708,0.509331,1.18101,-1.96401e-17,-0.942363
1.49589,0.501085,1.13884,-0.00297758,-0.922733
1.5708,0.499258,1.14368,-0.0126779,-0.916007
1.5708,0.499258,1.14368,-0.0126779,-0.916007
1.49701,0.465955,1.15748,0,-0.984063
1.49701,0.465955,1.15748,0,-0.984063
1.49701,0.465955,1.15748,0,-0.984063
1.49701,0.465955,1.15748,0,-0.984063
1.49701,0.465955,1.15748,0,-0.984063
1.5708,0.493755,1.1554,-0.0437972,-0.898351
1.5708,0.486239,1.16819,-0.0352419,-0.906386
1.5708,0.489736,1.15412,-0.0176446,-0.904748
1.5708,0.489736,1.15412,-0.0176446,-0.904748
1.5708,0.489736,1.15412,-0.0176446,-0.904748
1.5708,0.489736,1.15412,-0.0176446,-0.904748
1.5708,0.485557,1.17258,-0.0199662,-0.919675
1.5708,0.485557,1.17258,-0.0199662,-0.919675
1.5708,0.485557,1.17258,-0.0199662,-0.919675
1.5708,0.485557,1.17258,-0.0199662,-0.919675
1.5708,0.485557,1.17258,-0.0199662,-0.919675
1.542,0.492223,1.17681,-0.0156225,-0.925972
1.542,0.492223,1.17681,-0.0156225,-0.925972
1.542,0.492223,1.17681,-0.0156225,-0.925972
1.542,0.492223,1.17681,-0.0156225,-0.925972
1.542,0.492223,1.17681,-0.0156225,-0.925972
1.5708,0.504068,1.1648,0,-0.936148
1.5708,0.504186,1.16453,0,-0.936936
1.5708,0.503907,1.16413,0,-0.936817
1.5708,0.503907,1.16413,0,-0.936817
1.55099,0.518555,1.16077,-0.000189772,-0.938252
1.55099,0.518555,1.16077,-0.000189772,-0.938252
1.55099,0.518555,1.16077,-0.000189772,-0.938252
1.55099,0.518555,1.16077,-0.000189772,-0.938252
1.55099,0.518555,1.16077,-0.000189772,-0.938252
1.55099,0.518555,1.16077,-0.000189772,-0.938252
1.55099,0.518555,1.16077,-0.000189772,-0.938252
1.55099,0.518555,1.16077,-0.000189772,-0.938252
1.5708,0.62,1.08374,-4.08002e-17,-0.889469
1.4989,0.501014,1.12763,-0.0153065,-0.914566
1.5708,0.499211,1.13943,-0.0339983,-0.910223
1.5708,0.499211,1.13943,-0.0339983,-0.910223
1.5708,0.499211,1.13943,-0.0339983,-0.910223
1.50218,0.465926,1.15644,0,-0.977385
1.50218,0.465926,1.15644,0,-0.977385
1.50218,0.465926,1.15644,0,-0.977385
1.5708,0.468771,1.15573,-0.00263489,-0.974736
1.5708,0.468771,1.15573,-0.00263489,-0.974736
1.5708,0.480393,1.1517,-0.0323395,-0.950938
1.5708,0.492778,1.14647,-0.0602786,-0.923292
1.5708,0.492778,1.14647,-0.0602786,-0.923292
1.5708,0.492778,1.14647,-0.0602786,-0.923292
1.5708,0.498923,1.1447,-0.0719166,-0.915409
1.5708,0.501827,1.16636,-0.10951,-0.917749
1.5708,0.501483,1.18122,-0.130215,-0.922102
1.5708,0.501691,1.14438,-0.0699106,-0.923779
1.5708,0.501652,1.14268,-0.0656545,-0.92509
1.5708,0.502735,1.1417,-0.0642397,-0.926422
1.5708,0.502031,1.14355,-0.0638108,-0.928054
1.5708,0.504721,1.1393,-0.0616274,-0.928447
1.5708,0.505787,1.13809,-0.0607656,-0.926897
1.5708,0.507411,1.13636,-0.0613524,-0.925721
